timestamp,farm_id,crop_type,soil_moisture,temperature,humidity,rainfall,soil_ph,soil_temperature
2026-01-02 16:00:00,FARM001,Rice,54.48,33.07,52.59,0.0,6.11,30.71
2026-01-02 17:00:00,FARM002,Tomato,52.72,32.46,51.65,0.0,6.61,30.87
2026-01-02 18:00:00,FARM003,Maize,49.98,32.01,55.41,0.0,7.11,29.91
2026-01-02 19:00:00,FARM004,Cotton,46.08,29.86,58.72,0.0,7.11,28.95
2026-01-02 20:00:00,FARM005,Wheat,61.92,25.34,65.42,0.0,6.41,23.79
2026-01-02 21:00:00,FARM001,Rice,54.01,28.47,59.92,0.0,6.21,26.27
2026-01-02 22:00:00,FARM002,Tomato,52.57,21.59,71.71,0.0,6.55,21.18
2026-01-02 23:00:00,FARM003,Maize,55.27,19.9,84.0,7.06,6.85,20.02
2026-01-03 00:00:00,FARM004,Cotton,45.93,16.31,81.75,0.0,6.97,16.96
2026-01-03 01:00:00,FARM005,Wheat,61.77,16.91,80.61,0.0,6.35,18.2
2026-01-03 02:00:00,FARM001,Rice,53.86,19.92,76.9,0.0,6.33,20.13
2026-01-03 03:00:00,FARM002,Tomato,52.42,15.01,87.52,0.0,6.44,16.68
2026-01-03 04:00:00,FARM003,Maize,55.12,17.94,79.67,0.0,6.73,18.64
2026-01-03 05:00:00,FARM004,Cotton,45.78,16.13,86.23,0.0,6.99,16.66
2026-01-03 06:00:00,FARM005,Wheat,61.62,18.68,78.49,0.0,6.59,18.94
2026-01-03 07:00:00,FARM001,Rice,53.71,21.61,73.5,0.0,6.15,21.82
2026-01-03 08:00:00,FARM002,Tomato,52.22,23.03,66.75,0.0,6.6,22.38
2026-01-03 09:00:00,FARM003,Maize,54.87,24.08,68.35,0.0,6.85,24.52
2026-01-03 10:00:00,FARM004,Cotton,48.83,27.49,63.37,4.07,7.17,26.06
2026-01-03 11:00:00,FARM005,Wheat,61.09,29.54,59.55,0.0,6.45,27.76
2026-01-03 12:00:00,FARM001,Rice,53.17,29.71,60.02,0.0,6.25,28.69
2026-01-03 13:00:00,FARM002,Tomato,51.57,31.9,53.24,0.0,6.59,30.17
2026-01-03 14:00:00,FARM003,Maize,54.07,35.06,51.5,0.0,6.8,32.58
2026-01-03 15:00:00,FARM004,Cotton,48.08,34.02,50.22,0.0,7.05,31.76
2026-01-03 16:00:00,FARM005,Wheat,60.26,35.6,45.91,0.0,6.3,33.79
2026-01-03 17:00:00,FARM001,Rice,52.44,33.67,50.0,0.0,6.2,32.02
2026-01-03 18:00:00,FARM002,Tomato,51.14,27.52,60.81,0.0,6.47,27.28
2026-01-03 19:00:00,FARM003,Maize,53.54,29.62,57.82,0.0,6.82,27.9
2026-01-03 20:00:00,FARM004,Cotton,47.63,27.91,58.87,0.0,6.99,27.16
2026-01-03 21:00:00,FARM005,Wheat,60.01,23.92,64.87,0.0,6.53,23.23
2026-01-03 22:00:00,FARM001,Rice,52.27,22.48,72.18,0.0,6.13,22.11
2026-01-03 23:00:00,FARM002,Tomato,50.99,21.78,69.9,0.0,6.43,22.28
2026-01-04 00:00:00,FARM003,Maize,53.39,18.83,78.55,0.0,6.8,19.23
2026-01-04 01:00:00,FARM004,Cotton,47.48,18.22,83.76,0.0,7.13,18.1
2026-01-04 02:00:00,FARM005,Wheat,59.86,16.62,83.83,0.0,6.41,18.06
2026-01-04 03:00:00,FARM001,Rice,52.12,20.28,75.18,0.0,6.09,19.83
2026-01-04 04:00:00,FARM002,Tomato,73.73,18.82,89.46,30.32,6.53,18.09
2026-01-04 05:00:00,FARM003,Maize,53.24,18.93,75.29,0.0,6.95,19.58
2026-01-04 06:00:00,FARM004,Cotton,47.33,21.11,74.59,0.0,7.01,20.71
2026-01-04 07:00:00,FARM005,Wheat,59.71,21.51,73.05,0.0,6.5,21.24
2026-01-04 08:00:00,FARM001,Rice,64.87,20.54,83.54,17.0,6.2,20.16
2026-01-04 09:00:00,FARM002,Tomato,73.46,24.32,65.49,0.0,6.54,23.98
2026-01-04 10:00:00,FARM003,Maize,52.76,28.66,61.08,0.0,6.74,28.13
2026-01-04 11:00:00,FARM004,Cotton,46.71,31.33,55.95,0.0,7.19,29.69
2026-01-04 12:00:00,FARM005,Wheat,59.05,32.2,55.33,0.0,6.51,30.45
2026-01-04 13:00:00,FARM001,Rice,64.3,30.48,53.67,0.0,6.32,29.25
2026-01-04 14:00:00,FARM002,Tomato,72.71,34.06,53.7,0.0,6.51,31.88
2026-01-04 15:00:00,FARM003,Maize,51.94,35.44,48.18,0.0,6.86,32.43
2026-01-04 16:00:00,FARM004,Cotton,46.04,32.31,49.71,0.0,7.09,29.63
2026-01-04 17:00:00,FARM005,Wheat,60.62,29.97,59.84,2.1,6.32,28.81
2026-01-04 18:00:00,FARM001,Rice,63.76,29.89,62.31,0.0,6.17,27.88
2026-01-04 19:00:00,FARM002,Tomato,74.57,28.33,60.62,2.48,6.46,26.84
2026-01-04 20:00:00,FARM003,Maize,51.64,24.92,71.07,0.0,6.8,24.09
2026-01-04 21:00:00,FARM004,Cotton,45.79,23.95,70.59,0.0,7.05,23.46
2026-01-04 22:00:00,FARM005,Wheat,60.47,21.82,72.17,0.0,6.22,21.84
2026-01-04 23:00:00,FARM001,Rice,63.61,18.73,79.99,0.0,6.12,19.6
2026-01-05 00:00:00,FARM002,Tomato,74.42,19.39,76.84,0.0,6.42,19.97
2026-01-05 01:00:00,FARM003,Maize,51.49,15.66,83.44,0.0,6.8,16.41
2026-01-05 02:00:00,FARM004,Cotton,45.64,15.68,87.15,0.0,7.17,16.0
2026-01-05 03:00:00,FARM005,Wheat,60.32,16.99,86.17,0.0,6.48,18.18
2026-01-05 04:00:00,FARM001,Rice,63.46,16.61,80.35,0.0,6.09,17.91
2026-01-05 05:00:00,FARM002,Tomato,74.27,19.46,77.03,0.0,6.51,20.5
2026-01-05 06:00:00,FARM003,Maize,51.34,18.8,76.86,0.0,6.76,18.86
2026-01-05 07:00:00,FARM004,Cotton,45.49,20.11,70.8,0.0,7.15,19.66
2026-01-05 08:00:00,FARM005,Wheat,60.09,23.51,68.53,0.0,6.46,22.94
2026-01-05 09:00:00,FARM001,Rice,63.12,25.75,69.74,0.0,6.33,24.4
2026-01-05 10:00:00,FARM002,Tomato,73.8,28.47,59.23,0.0,6.36,26.82
2026-01-05 11:00:00,FARM003,Maize,50.96,26.56,61.14,0.0,6.86,25.6
2026-01-05 12:00:00,FARM004,Cotton,44.99,28.95,58.59,0.0,7.1,27.74
2026-01-05 13:00:00,FARM005,Wheat,85.0,30.64,77.77,37.81,6.35,28.85
2026-01-05 14:00:00,FARM001,Rice,62.37,33.98,49.39,0.0,6.39,31.32
2026-01-05 15:00:00,FARM002,Tomato,73.23,30.34,58.13,0.0,6.45,28.27
2026-01-05 16:00:00,FARM003,Maize,50.27,32.86,52.61,0.0,6.81,30.85
2026-01-05 17:00:00,FARM004,Cotton,44.39,31.04,56.92,0.0,7.07,29.68
2026-01-05 18:00:00,FARM005,Wheat,84.4,31.09,55.5,0.0,6.48,30.46
2026-01-05 19:00:00,FARM001,Rice,61.89,28.62,56.74,0.0,6.17,27.98
2026-01-05 20:00:00,FARM002,Tomato,72.83,27.1,62.74,0.0,6.57,26.87
2026-01-05 21:00:00,FARM003,Maize,49.9,26.34,61.63,0.0,6.89,25.44
2026-01-05 22:00:00,FARM004,Cotton,44.17,23.44,71.74,0.0,7.11,22.72
2026-01-05 23:00:00,FARM005,Wheat,84.25,20.27,77.17,0.0,6.33,20.43
2026-01-06 00:00:00,FARM001,Rice,61.74,19.45,76.29,0.0,6.27,19.29
2026-01-06 01:00:00,FARM002,Tomato,72.68,20.0,77.51,0.0,6.43,19.78
2026-01-06 02:00:00,FARM003,Maize,49.75,18.58,75.29,0.0,6.82,19.47
2026-01-06 03:00:00,FARM004,Cotton,44.02,15.41,80.7,0.0,7.22,15.84
2026-01-06 04:00:00,FARM005,Wheat,84.1,18.25,79.51,0.0,6.61,18.48
2026-01-06 05:00:00,FARM001,Rice,61.59,17.77,80.23,0.0,6.26,18.13
2026-01-06 06:00:00,FARM002,Tomato,72.53,20.06,76.39,0.0,6.41,20.16
2026-01-06 07:00:00,FARM003,Maize,49.6,18.99,75.84,0.0,6.79,20.08
2026-01-06 08:00:00,FARM004,Cotton,43.82,23.01,69.41,0.0,7.09,23.11
2026-01-06 09:00:00,FARM005,Wheat,85.0,26.61,67.93,4.25,6.21,25.33
2026-01-06 10:00:00,FARM001,Rice,61.2,26.73,63.21,0.0,6.33,26.03
2026-01-06 11:00:00,FARM002,Tomato,72.05,28.61,60.49,0.0,6.39,26.57
2026-01-06 12:00:00,FARM003,Maize,48.96,31.86,58.35,0.0,6.89,30.0
2026-01-06 13:00:00,FARM004,Cotton,43.19,31.52,55.27,0.0,7.11,29.24
2026-01-06 14:00:00,FARM005,Wheat,84.36,31.71,55.32,0.0,6.39,30.03
2026-01-06 15:00:00,FARM001,Rice,65.78,32.14,55.78,6.11,6.21,30.05
2026-01-06 16:00:00,FARM002,Tomato,71.38,32.34,49.63,0.0,6.4,31.24
2026-01-06 17:00:00,FARM003,Maize,48.4,30.16,54.9,0.0,6.74,28.74
2026-01-06 18:00:00,FARM004,Cotton,44.96,28.99,62.87,2.36,7.2,28.52
2026-01-06 19:00:00,FARM005,Wheat,85.0,30.08,57.75,1.88,6.44,28.0
2026-01-06 20:00:00,FARM001,Rice,65.47,25.24,68.2,0.0,6.12,24.81
2026-01-06 21:00:00,FARM002,Tomato,71.06,25.35,64.21,0.0,6.55,24.67
2026-01-06 22:00:00,FARM003,Maize,49.69,23.82,70.64,1.72,6.7,23.09
2026-01-06 23:00:00,FARM004,Cotton,44.79,22.39,69.21,0.0,7.03,21.94
2026-01-07 00:00:00,FARM005,Wheat,84.85,21.32,71.06,0.0,6.54,20.25
2026-01-07 01:00:00,FARM001,Rice,65.32,14.95,87.03,0.0,6.2,16.56
2026-01-07 02:00:00,FARM002,Tomato,73.69,16.77,87.87,3.5,6.55,17.93
2026-01-07 03:00:00,FARM003,Maize,49.54,16.07,83.11,0.0,6.83,16.45
2026-01-07 04:00:00,FARM004,Cotton,60.28,16.46,93.09,20.66,7.02,16.6
2026-01-07 05:00:00,FARM005,Wheat,84.7,18.68,77.44,0.0,6.44,18.03
2026-01-07 06:00:00,FARM001,Rice,65.17,21.77,69.13,0.0,6.1,22.29
2026-01-07 07:00:00,FARM002,Tomato,73.54,20.06,75.2,0.0,6.52,20.06
2026-01-07 08:00:00,FARM003,Maize,49.39,20.78,72.75,0.0,6.69,20.95
2026-01-07 09:00:00,FARM004,Cotton,60.05,23.54,73.79,0.0,7.08,23.54
2026-01-07 10:00:00,FARM005,Wheat,84.29,27.21,61.87,0.0,6.41,26.22
2026-01-07 11:00:00,FARM001,Rice,64.48,32.84,52.18,0.0,6.22,30.87
2026-01-07 12:00:00,FARM002,Tomato,72.94,30.93,55.07,0.0,6.64,29.12
2026-01-07 13:00:00,FARM003,Maize,48.69,32.99,50.44,0.0,6.87,30.76
2026-01-07 14:00:00,FARM004,Cotton,59.5,30.08,57.71,0.0,7.15,29.14
2026-01-07 15:00:00,FARM005,Wheat,83.58,33.27,53.75,0.0,6.45,30.61
2026-01-07 16:00:00,FARM001,Rice,63.7,34.66,49.47,0.0,6.07,32.99
2026-01-07 17:00:00,FARM002,Tomato,72.26,32.57,55.01,0.0,6.51,30.79
2026-01-07 18:00:00,FARM003,Maize,48.07,31.33,55.53,0.0,6.85,29.52
2026-01-07 19:00:00,FARM004,Cotton,59.0,29.04,56.92,0.0,7.14,27.7
2026-01-07 20:00:00,FARM005,Wheat,83.25,25.51,65.71,0.0,6.36,25.32
2026-01-07 21:00:00,FARM001,Rice,63.29,27.17,64.83,0.0,6.22,26.19
2026-01-07 22:00:00,FARM002,Tomato,85.0,20.91,84.45,17.33,6.5,21.07
2026-01-07 23:00:00,FARM003,Maize,47.88,22.83,75.5,0.0,6.77,22.06
2026-01-08 00:00:00,FARM004,Cotton,58.85,18.67,76.65,0.0,7.16,19.6
2026-01-08 01:00:00,FARM005,Wheat,83.1,17.62,78.28,0.0,6.34,17.57
2026-01-08 02:00:00,FARM001,Rice,63.14,17.22,78.86,0.0,6.25,17.75
2026-01-08 03:00:00,FARM002,Tomato,84.85,16.75,81.75,0.0,6.55,16.82
2026-01-08 04:00:00,FARM003,Maize,47.73,15.59,86.27,0.0,6.93,16.44
2026-01-08 05:00:00,FARM004,Cotton,58.7,15.72,82.46,0.0,7.06,16.4
2026-01-08 06:00:00,FARM005,Wheat,85.0,18.39,95.0,28.82,6.35,19.23
2026-01-08 07:00:00,FARM001,Rice,62.99,19.75,75.04,0.0,6.14,20.02
2026-01-08 08:00:00,FARM002,Tomato,84.48,26.47,63.13,0.0,6.47,25.97
2026-01-08 09:00:00,FARM003,Maize,47.41,25.43,64.52,0.0,6.81,24.78
2026-01-08 10:00:00,FARM004,Cotton,58.43,24.45,67.92,0.0,7.24,23.15
2026-01-08 11:00:00,FARM005,Wheat,84.54,28.22,54.24,0.0,6.33,27.1
2026-01-08 12:00:00,FARM001,Rice,62.32,32.47,54.92,0.0,6.35,30.77
2026-01-08 13:00:00,FARM002,Tomato,83.79,32.8,54.83,0.0,6.53,30.7
2026-01-08 14:00:00,FARM003,Maize,46.69,33.34,54.12,0.0,6.89,31.7
2026-01-08 15:00:00,FARM004,Cotton,57.63,35.07,48.13,0.0,7.03,33.13
2026-01-08 16:00:00,FARM005,Wheat,83.91,31.69,55.02,0.0,6.5,30.18
2026-01-08 17:00:00,FARM001,Rice,61.66,32.21,55.53,0.0,6.09,30.4
2026-01-08 18:00:00,FARM002,Tomato,83.1,32.9,53.28,0.0,6.63,31.07
2026-01-08 19:00:00,FARM003,Maize,46.2,28.86,60.4,0.0,6.83,27.67
2026-01-08 20:00:00,FARM004,Cotton,57.24,26.79,64.04,0.0,7.04,25.57
2026-01-08 21:00:00,FARM005,Wheat,85.0,26.79,71.37,17.42,6.43,25.01
2026-01-08 22:00:00,FARM001,Rice,61.35,25.28,63.09,0.0,6.17,24.46
2026-01-08 23:00:00,FARM002,Tomato,82.95,19.16,75.47,0.0,6.56,19.2
2026-01-09 00:00:00,FARM003,Maize,46.05,19.71,76.08,0.0,6.71,19.47
2026-01-09 01:00:00,FARM004,Cotton,57.09,17.9,76.73,0.0,7.04,18.53
2026-01-09 02:00:00,FARM005,Wheat,84.85,17.2,79.62,0.0,6.35,17.74
2026-01-09 03:00:00,FARM001,Rice,61.2,17.11,81.04,0.0,6.29,17.43
2026-01-09 04:00:00,FARM002,Tomato,82.8,17.79,80.9,0.0,6.55,18.35
2026-01-09 05:00:00,FARM003,Maize,62.02,16.66,95.0,21.29,6.84,17.32
2026-01-09 06:00:00,FARM004,Cotton,56.94,17.8,78.61,0.0,7.24,18.11
2026-01-09 07:00:00,FARM005,Wheat,85.0,20.94,79.98,7.98,6.35,20.08
2026-01-09 08:00:00,FARM001,Rice,62.4,22.26,71.83,1.6,6.01,20.98
2026-01-09 09:00:00,FARM002,Tomato,82.62,22.62,72.03,0.0,6.54,22.61
2026-01-09 10:00:00,FARM003,Maize,61.62,27.03,63.34,0.0,6.71,25.69
2026-01-09 11:00:00,FARM004,Cotton,56.33,31.26,53.98,0.0,7.1,30.01
2026-01-09 12:00:00,FARM005,Wheat,85.0,30.25,60.47,5.05,6.31,28.67
2026-01-09 13:00:00,FARM001,Rice,61.68,33.41,54.66,0.0,6.27,31.71
2026-01-09 14:00:00,FARM002,Tomato,81.93,32.82,53.71,0.0,6.55,30.57
2026-01-09 15:00:00,FARM003,Maize,60.96,32.13,56.8,0.0,6.82,30.86
2026-01-09 16:00:00,FARM004,Cotton,55.49,35.84,46.75,0.0,7.12,33.12
2026-01-09 17:00:00,FARM005,Wheat,84.43,30.38,57.27,0.0,6.57,28.56
2026-01-09 18:00:00,FARM001,Rice,60.97,33.25,49.89,0.0,6.25,31.48
2026-01-09 19:00:00,FARM002,Tomato,84.47,28.25,65.02,3.38,6.49,27.12
2026-01-09 20:00:00,FARM003,Maize,60.49,28.47,58.3,0.0,6.68,27.64
2026-01-09 21:00:00,FARM004,Cotton,55.17,25.34,66.18,0.0,7.24,25.06
2026-01-09 22:00:00,FARM005,Wheat,84.28,20.48,78.09,0.0,6.51,20.12
2026-01-09 23:00:00,FARM001,Rice,60.82,20.06,76.54,0.0,6.18,20.25
2026-01-10 00:00:00,FARM002,Tomato,84.32,16.87,83.18,0.0,6.27,17.31
2026-01-10 01:00:00,FARM003,Maize,60.34,19.79,77.13,0.0,6.79,18.95
2026-01-10 02:00:00,FARM004,Cotton,55.02,18.48,77.8,0.0,7.13,18.09
2026-01-10 03:00:00,FARM005,Wheat,84.13,16.93,77.34,0.0,6.42,17.63
2026-01-10 04:00:00,FARM001,Rice,60.67,16.88,84.62,0.0,6.27,17.96
2026-01-10 05:00:00,FARM002,Tomato,85.0,17.55,85.6,11.67,6.67,17.74
2026-01-10 06:00:00,FARM003,Maize,60.19,19.92,75.54,0.0,6.83,20.15
2026-01-10 07:00:00,FARM004,Cotton,60.32,20.51,78.35,7.06,7.02,20.16
2026-01-10 08:00:00,FARM005,Wheat,83.95,22.64,73.08,0.0,6.43,22.47
2026-01-10 09:00:00,FARM001,Rice,60.3,26.5,62.56,0.0,6.23,24.08
2026-01-10 10:00:00,FARM002,Tomato,84.67,25.66,64.56,0.0,6.65,25.13
2026-01-10 11:00:00,FARM003,Maize,59.7,28.71,60.26,0.0,6.96,27.51
2026-01-10 12:00:00,FARM004,Cotton,59.66,32.1,56.43,0.0,7.19,30.44
2026-01-10 13:00:00,FARM005,Wheat,83.26,32.89,51.25,0.0,6.42,30.38
2026-01-10 14:00:00,FARM001,Rice,59.54,34.24,53.6,0.0,6.24,31.98
2026-01-10 15:00:00,FARM002,Tomato,83.99,32.63,55.36,0.0,6.55,31.22
2026-01-10 16:00:00,FARM003,Maize,58.96,33.81,50.84,0.0,6.81,32.06
2026-01-10 17:00:00,FARM004,Cotton,59.03,31.67,52.44,0.0,6.97,29.93
2026-01-10 18:00:00,FARM005,Wheat,82.74,29.33,57.93,0.0,6.29,28.71
2026-01-10 19:00:00,FARM001,Rice,58.92,31.46,50.87,0.0,6.15,30.25
2026-01-10 20:00:00,FARM002,Tomato,83.58,27.16,60.33,0.0,6.37,26.65
2026-01-10 21:00:00,FARM003,Maize,58.58,26.53,65.61,0.0,6.85,26.77
2026-01-10 22:00:00,FARM004,Cotton,58.85,22.55,69.9,0.0,7.08,22.36
2026-01-10 23:00:00,FARM005,Wheat,82.59,18.46,80.71,0.0,6.35,18.64
2026-01-11 00:00:00,FARM001,Rice,58.77,16.47,80.37,0.0,6.28,17.2
2026-01-11 01:00:00,FARM002,Tomato,83.43,16.6,80.18,0.0,6.54,17.0
2026-01-11 02:00:00,FARM003,Maize,58.43,20.04,72.74,0.0,6.84,20.15
2026-01-11 03:00:00,FARM004,Cotton,58.7,16.97,80.3,0.0,7.11,17.7
2026-01-11 04:00:00,FARM005,Wheat,82.44,17.98,79.73,0.0,6.4,18.35
2026-01-11 05:00:00,FARM001,Rice,58.62,17.02,83.66,0.0,6.18,17.14
2026-01-11 06:00:00,FARM002,Tomato,83.28,18.93,76.49,0.0,6.57,19.47
2026-01-11 07:00:00,FARM003,Maize,58.28,20.56,75.47,0.0,6.74,21.1
2026-01-11 08:00:00,FARM004,Cotton,58.34,26.26,66.0,0.0,7.13,24.7
2026-01-11 09:00:00,FARM005,Wheat,85.0,24.72,74.04,9.22,6.58,23.95
2026-01-11 10:00:00,FARM001,Rice,58.26,26.23,65.41,0.0,6.2,24.61
2026-01-11 11:00:00,FARM002,Tomato,82.75,29.62,62.04,0.0,6.46,27.79
2026-01-11 12:00:00,FARM003,Maize,57.65,31.51,53.08,0.0,6.74,30.6
2026-01-11 13:00:00,FARM004,Cotton,57.74,31.05,56.58,0.0,6.98,29.29
2026-01-11 14:00:00,FARM005,Wheat,84.29,33.22,49.86,0.0,6.3,31.65
2026-01-11 15:00:00,FARM001,Rice,57.51,34.04,49.32,0.0,6.2,32.91
2026-01-11 16:00:00,FARM002,Tomato,82.02,33.56,49.61,0.0,6.55,31.56
2026-01-11 17:00:00,FARM003,Maize,57.07,30.56,55.52,0.0,6.9,29.02
2026-01-11 18:00:00,FARM004,Cotton,57.08,32.29,52.81,0.0,6.99,30.75
2026-01-11 19:00:00,FARM005,Wheat,83.78,29.11,64.24,0.0,6.43,28.13
2026-01-11 20:00:00,FARM001,Rice,57.09,27.36,63.76,0.0,6.25,26.1
2026-01-11 21:00:00,FARM002,Tomato,81.8,23.39,66.23,0.0,6.54,22.44
2026-01-11 22:00:00,FARM003,Maize,56.92,21.27,75.39,0.0,6.8,20.0
2026-01-11 23:00:00,FARM004,Cotton,56.93,21.38,73.68,0.0,7.09,21.17
2026-01-12 00:00:00,FARM005,Wheat,83.63,20.72,75.84,0.0,6.45,20.47
2026-01-12 01:00:00,FARM001,Rice,56.94,17.31,81.92,0.0,6.13,17.6
2026-01-12 02:00:00,FARM002,Tomato,81.65,17.31,80.39,0.0,6.52,17.71
2026-01-12 03:00:00,FARM003,Maize,56.77,20.7,74.76,0.0,6.7,20.44
2026-01-12 04:00:00,FARM004,Cotton,56.78,15.67,84.81,0.0,7.1,16.17
2026-01-12 05:00:00,FARM005,Wheat,83.48,15.37,82.46,0.0,6.39,15.74
2026-01-12 06:00:00,FARM001,Rice,56.79,17.53,78.51,0.0,6.23,18.2
2026-01-12 07:00:00,FARM002,Tomato,81.5,19.97,76.35,0.0,6.47,19.94
2026-01-12 08:00:00,FARM003,Maize,56.62,22.01,72.41,0.0,6.74,21.56
2026-01-12 09:00:00,FARM004,Cotton,56.59,22.7,66.03,0.0,7.17,22.75
2026-01-12 10:00:00,FARM005,Wheat,83.18,25.02,69.38,0.0,6.37,24.15
2026-01-12 11:00:00,FARM001,Rice,60.77,30.32,59.29,5.3,6.2,29.15
2026-01-12 12:00:00,FARM002,Tomato,80.85,31.95,51.53,0.0,6.51,29.76
2026-01-12 13:00:00,FARM003,Maize,55.97,31.91,50.64,0.0,6.96,30.41
2026-01-12 14:00:00,FARM004,Cotton,55.99,30.94,55.96,0.0,7.24,29.28
2026-01-12 15:00:00,FARM005,Wheat,82.58,30.94,56.88,0.0,6.42,28.49
2026-01-12 16:00:00,FARM001,Rice,60.0,34.44,51.36,0.0,6.16,31.71
2026-01-12 17:00:00,FARM002,Tomato,80.04,35.16,49.27,0.0,6.56,32.58
2026-01-12 18:00:00,FARM003,Maize,55.44,29.7,59.46,0.0,6.75,28.33
2026-01-12 19:00:00,FARM004,Cotton,57.27,32.02,54.49,1.71,7.11,30.29
2026-01-12 20:00:00,FARM005,Wheat,82.28,25.05,68.27,0.0,6.49,23.81
2026-01-12 21:00:00,FARM001,Rice,59.73,24.32,70.6,0.0,6.26,23.45
2026-01-12 22:00:00,FARM002,Tomato,79.77,24.42,65.54,0.0,6.46,23.38
2026-01-12 23:00:00,FARM003,Maize,55.29,21.42,74.36,0.0,6.97,20.74
2026-01-13 00:00:00,FARM004,Cotton,57.12,18.38,81.83,0.0,7.24,19.09
2026-01-13 01:00:00,FARM005,Wheat,82.13,19.19,76.73,0.0,6.33,19.61
2026-01-13 02:00:00,FARM001,Rice,59.58,15.71,84.88,0.0,6.21,15.37
2026-01-13 03:00:00,FARM002,Tomato,79.62,16.27,83.33,0.0,6.57,16.66
2026-01-13 04:00:00,FARM003,Maize,55.14,18.56,80.27,0.0,6.73,18.48
2026-01-13 05:00:00,FARM004,Cotton,56.97,19.89,77.52,0.0,7.19,19.84
2026-01-13 06:00:00,FARM005,Wheat,81.98,19.61,76.51,0.0,6.39,19.02
2026-01-13 07:00:00,FARM001,Rice,59.42,22.22,74.48,0.0,6.2,22.18
2026-01-13 08:00:00,FARM002,Tomato,79.4,23.39,66.1,0.0,6.51,23.73
2026-01-13 09:00:00,FARM003,Maize,54.7,27.72,64.68,0.0,6.85,26.87
